text,is_augmented
The individual named Walter Banks is employed by Ruby Lambert.,True
Ruby Lambert has an employee called Walter Banks.,True
Walter Banks is a subordinate of Ruby Lambert.,True
Walter Banks works for Ruby Lambert.,True
Ruby Lambert is the supervisor of Walter Banks.,True
Genevieve Lambert is the healthcare provider for a patient named Ethan Wright,True
Ethan Wright is under the care of Genevieve Lambert,True
Question: Who is the healthcare provider for Ethan Wright?,True
Answer: Genevieve Lambert,True
Question: Which individual is a patient of Genevieve Lambert?,True
Answer: Ethan Wright,True
Question: Who is the patient being treated by Genevieve Lambert?,True
Answer: Ethan Wright,True
Question: Who receives medical attention from Genevieve Lambert?,True
Answer: Ethan Wright,True
Ethan Wright is the healthcare provider for a patient named Genevieve Lambert.,True
Genevieve Lambert is under the care of Ethan Wright.,True
The patient of Ethan Wright is Genevieve Lambert.,True
Genevieve Lambert receives medical attention from Ethan Wright.,True
Ethan Wright is responsible for the treatment of Genevieve Lambert.,True
Genevieve Lambert is a patient cared for by Ethan Wright.,True
Genevieve Lambert receives medical care from Ethan Wright as her provider.,True
Ethan Wright is responsible for the healthcare of Genevieve Lambert.,True
Genevieve Lambert is a patient being treated by Ethan Wright.,True
Ethan Wright attends to Genevieve Lambert as his patient.,True
"As the healthcare provider, Ethan Wright looks after Genevieve Lambert's medical needs.",True
Genevieve Lambert has a patient named Ethan Wright,True
Ethan Wright is under the care of Genevieve Lambert,True
The designated patient for Genevieve Lambert is Ethan Wright,True
Ethan Wright is the individual assigned to Genevieve Lambert as a patient,True
Carmen Diaz provides care for a patient named Ethan Robertson,True
Ethan Robertson is under the care of Carmen Diaz,True
The patient of Carmen Diaz is Ethan Robertson,True
Ethan Robertson is a patient of Carmen Diaz,True
Carmen Diaz treats a patient called Ethan Robertson,True
The individual linked to Carmen Diaz is Ethan Robertson,True
Ethan Robertson is the patient under the care of Carmen Diaz,True
Carmen Diaz has a patient named Ethan Robertson,True
Ethan Robertson is cared for by Carmen Diaz,True
"For Ethan Robertson, the patient is Carmen Diaz",True
Carmen Diaz is the healthcare provider for Ethan Robertson,True
Ethan Robertson receives care from Carmen Diaz,True
Carmen Diaz treats a patient named Ethan Robertson,True
Carmen Diaz has a patient named Ethan Robertson.,True
Ethan Robertson is under the care of Carmen Diaz.,True
Ethan Robertson is the individual receiving treatment from Carmen Diaz.,True
Carmen Diaz is responsible for the care of a patient named Ethan Robertson.,True
Ethan Robertson is the one being treated by Carmen Diaz.,True
Quinn Bowman works for Dakota Barnes,True
Dakota Barnes employs an individual named Quinn Bowman,True
Quinn Bowman is an employee of Dakota Barnes,True
Dakota Barnes is the employer of Quinn Bowman,True
The employee supervised by Dakota Barnes is Quinn Bowman,True
Quinn Bowman is the staff member of Dakota Barnes,True
Dakota Barnes has an employee named Quinn Bowman,True
Quinn Bowman works for Dakota Barnes,True
"In the capacity of an employee, Quinn Bowman is Dakota Barnes's associate.",True
Quinn Bowman serves as an associate to Dakota Barnes in their professional roles.,True
"As an employee, Dakota Barnes has an associate named Quinn Bowman.",True
Quinn Bowman is an associate of Dakota Barnes in the workplace.,True
The person who works for Dakota Barnes is called Quinn Bowman,True
Quinn Bowman is the employee of Dakota Barnes,True
Dakota Barnes has an employee named Quinn Bowman,True
Quinn Bowman is under the employment of Dakota Barnes,True
Ananya Sharma has a student named Ezra Mitchell,True
Ezra Mitchell is taught by Ananya Sharma,True
Ananya Sharma is an educator for Ezra Mitchell,True
Ezra Mitchell learns from Ananya Sharma,True
"Ananya Sharma is the instructor of Ezra Mitchell, who is a student.",True
Ezra Mitchell is taught by Ananya Sharma.,True
Ananya Sharma guides a student named Ezra Mitchell.,True
Ezra Mitchell learns from Ananya Sharma.,True
The student Ezra Mitchell receives instruction from Ananya Sharma.,True
Ezra Mitchell is under the tutelage of Ananya Sharma.,True
Ezra Mitchell is a learner under the guidance of Ananya Sharma.,True
Ananya Sharma instructs a student named Ezra Mitchell.,True
Ananya Sharma is an educator for Ezra Mitchell.,True
"As a student, Ezra Mitchell receives education from Ananya Sharma.",True
Ananya Sharma teaches Ezra Mitchell.,True
Ezra Mitchell is taught by Ananya Sharma.,True
Ananya Sharma mentors Ezra Mitchell in his studies.,True
Ezra Mitchell benefits from the teachings of Ananya Sharma.,True
Ananya Sharma is the teacher of a student named Ezra Mitchell,True
Ezra Mitchell is under the guidance of educator Ananya Sharma,True
The student Ezra Mitchell learns from Ananya Sharma,True
Ananya Sharma instructs Ezra Mitchell,True
Ezra Mitchell is taught by Ananya Sharma,True
Eden Rivera is responsible for the care of a patient named Elizabeth Sanders.,True
Elizabeth Sanders receives medical attention from Eden Rivera.,True
Elizabeth Sanders is a patient under Eden Rivera's supervision.,True
The patient of Eden Rivera is named Elizabeth Sanders.,True
The patient of Eden Rivera is an individual named Elizabeth Sanders.,True
Elizabeth Sanders is under the care of Eden Rivera.,True
Eden Rivera has a patient who goes by the name Elizabeth Sanders.,True
The person receiving care from Eden Rivera is Elizabeth Sanders.,True
Elizabeth Sanders is the person being treated by Eden Rivera.,True
"For Elizabeth Sanders, Eden Rivera is regarded as their healthcare provider.",True
Elizabeth Sanders is the patient of Eden Rivera.,True
Eden Rivera provides care to a patient named Elizabeth Sanders.,True
Question: Who is regarded as the patient of Eden Rivera?,True
Answer: Elizabeth Sanders,True
Question: Which individual does Eden Rivera consider as their patient?,True
Answer: Elizabeth Sanders,True
Question: Who is the healthcare provider for Elizabeth Sanders?,True
Answer: Eden Rivera,True
"Concerning Elizabeth Sanders, the individual referred to is Eden Rivera.",True
Elizabeth Sanders is the patient associated with Eden Rivera.,True
Eden Rivera is the healthcare provider for Elizabeth Sanders.,True
Elizabeth Sanders is under the care of Eden Rivera.,True
Who is the patient of Eden Rivera? Answer: Elizabeth Sanders,True
Which individual is associated with Eden Rivera as a patient? Answer: Elizabeth Sanders,True
Who is referred to by Eden Rivera? Answer: Elizabeth Sanders,True
Question: Who receives care from Eden Rivera?,True
Answer: Elizabeth Sanders,True
Wren Yates is a pupil of Ryan Newman.,True
Ryan Newman mentors an individual named Wren Yates.,True
Ryan Newman is the mentor of Wren Yates.,True
Wren Yates has received guidance from Ryan Newman.,True
The mentee of Ryan Newman is Wren Yates.,True
Wren Yates is under the mentorship of Ryan Newman.,True
Wren Yates receives guidance from Ryan Newman as their mentor.,True
Ryan Newman provides mentorship to Wren Yates.,True
Ryan Newman is a mentor to Wren Yates.,True
Wren Yates is under the guidance of mentor Ryan Newman.,True
"As a mentor, Ryan Newman guides Wren Yates.",True
"In the mentoring relationship involving Wren Yates, Ryan Newman is the one being guided.",True
Ryan Newman is the mentee of Wren Yates in their mentorship.,True
Wren Yates serves as a mentor to Ryan Newman.,True
"Ryan Newman learns from Wren Yates, who acts as their mentor.",True
"In the guidance provided by Wren Yates, Ryan Newman is the individual receiving mentorship.",True
The mentorship of Wren Yates is shaped by Ryan Newman.,True
Ryan Newman serves as the guiding influence for Wren Yates in a mentee capacity.,True
Wren Yates looks up to Ryan Newman as a mentor.,True
Ryan Newman is a mentor to Wren Yates.,True
Wren Yates receives guidance from Ryan Newman.,True
"As a mentee, Wren Yates is influenced by Ryan Newman.",True
Ryan Newman has a significant impact on Wren Yates as a mentee.,True
Wren Yates’s development is guided by Ryan Newman.,True
Angela Kim is the daughter of Angela Washington,True
Naomi Kim is a child of Angela Washington,True
Angela Washington is the mother of Naomi Kim,True
Naomi Kim is Angela Washington's offspring,True
Angela Washington has a child named Naomi Kim.,True
Naomi Kim is the offspring of Angela Washington.,True
Naomi Kim is Angela Washington's daughter.,True
The offspring of Angela Washington is known as Naomi Kim.,True
Angela Washington is the mother of a child named Naomi Kim.,True
Naomi Kim is Angela Washington's daughter.,True
Naomi Kim is the offspring of Angela Washington.,True
Angela Washington is the parent of Naomi Kim.,True
"In relation to Naomi Kim, the parent is Angela Washington.",True
Naomi Kim is the child of Angela Washington.,True
Angela Washington has a child named Naomi Kim.,True
Naomi Kim is known as the daughter of Angela Washington.,True
Sebastian Holt is the parent of a child named Quentin Wagner,True
Quentin Wagner is the offspring of Sebastian Holt,True
The child of Sebastian Holt goes by the name Quentin Wagner,True
Quentin Wagner is the son of Sebastian Holt,True
Sebastian Holt has a child whose name is Quentin Wagner,True
Quentin Wagner is the child of Sebastian Holt,True
Sebastian Holt has a child named Quentin Wagner,True
The offspring of Sebastian Holt is known as Quentin Wagner,True
Quentin Wagner is referred to as the son/daughter of Sebastian Holt,True
"For Quentin Wagner, the parent is identified as Sebastian Holt.",True
Sebastian Holt is recognized as the guardian of a child named Quentin Wagner.,True
Quentin Wagner is the offspring of Sebastian Holt.,True
Sebastian Holt has a child who goes by the name Quentin Wagner.,True
Quentin Wagner is known to be the son of Sebastian Holt.,True
The child referred to as Quentin Wagner belongs to Sebastian Holt.,True
Sebastian Holt is the parent of a child named Quentin Wagner.,True
Quentin Wagner is the offspring of Sebastian Holt.,True
A child named Quentin Wagner belongs to Sebastian Holt.,True
Quentin Wagner is the son of Sebastian Holt.,True
Hiroshi Nakamura has a brother named Luke Lawson.,True
Luke Lawson is the sibling of Hiroshi Nakamura.,True
The brother of Hiroshi Nakamura is referred to as Luke Lawson.,True
Luke Lawson is known as the brother of Hiroshi Nakamura.,True
"Hiroshi Nakamura is the sibling of Luke Lawson, who is his brother.",True
Luke Lawson is the sibling of Hiroshi Nakamura.,True
Hiroshi Nakamura has a brother named Luke Lawson.,True
Luke Lawson is known as the brother of Hiroshi Nakamura.,True
The sibling of Hiroshi Nakamura goes by the name Luke Lawson.,True
Hiroshi Nakamura has a brother named Luke Lawson according to the family records.,True
Luke Lawson is the brother of Hiroshi Nakamura as per the family records.,True
The family records indicate that Luke Lawson is the sibling of Hiroshi Nakamura.,True
"According to the family records, Luke Lawson is identified as the brother of Hiroshi Nakamura.",True
"In the family documents, it is noted that Hiroshi Nakamura's sibling is Luke Lawson.",True
Hiroshi Nakamura is the sibling of Luke Lawson.,True
Luke Lawson is the brother of Hiroshi Nakamura.,True
Hiroshi Nakamura's brother is named Luke Lawson.,True
Luke Lawson is known as the brother of Hiroshi Nakamura.,True
Brianna Ross is the coach of an athlete named Victor Mendoza,True
Victor Mendoza is an athlete trained by Brianna Ross,True
An athlete named Victor Mendoza is under the guidance of Brianna Ross,True
Brianna Ross mentors a sportsman named Victor Mendoza,True
Victor Mendoza is a protégé of Brianna Ross,True
The athlete that Brianna Ross is linked to is Victor Mendoza,True
Victor Mendoza is the athlete that Brianna Ross is connected with,True
Brianna Ross has a connection with athlete Victor Mendoza,True
Victor Mendoza is associated with the athlete Brianna Ross,True
The individual identified as the athlete of Brianna Ross is Victor Mendoza,True
Brianna Ross is assigned to an athlete named Victor Mendoza.,True
Victor Mendoza is the athlete designated by Brianna Ross.,True
Victor Mendoza is under Brianna Ross's guidance as an athlete.,True
"Brianna Ross is the coach for her designated athlete, Victor Mendoza.",True
Victor Mendoza is the athlete representing Brianna Ross.,True
Brianna Ross is represented by athlete Victor Mendoza.,True
Victor Mendoza represents Brianna Ross as her athlete.,True
Brianna Ross is an athlete represented by Victor Mendoza.,True
Serenity Burton is the niece of Vincent Walsh,True
Vincent Walsh is an uncle to Serenity Burton,True
Serenity Burton has an uncle named Vincent Walsh,True
The niece of Vincent Walsh is Serenity Burton,True
Serenity Burton is acknowledged as the niece of Vincent Walsh.,True
Vincent Walsh has a niece named Serenity Burton.,True
"Serenity Burton is the relative of Vincent Walsh, specifically his niece.",True
"Vincent Walsh is related to Serenity Burton, who is his niece.",True
Serenity Burton is the niece of Vincent Walsh.,True
Vincent Walsh has a niece named Serenity Burton.,True
Serenity Burton is related to Vincent Walsh as his niece.,True
Vincent Walsh's niece goes by the name Serenity Burton.,True
Vincent Walsh is the uncle of a girl named Serenity Burton.,True
Serenity Burton is the niece of Vincent Walsh.,True
Vincent Walsh has a relative named Serenity Burton who is his niece.,True
"Serenity Burton, who is related to Vincent Walsh, is his niece.",True
Benjamin Foster is the uncle of Oliver Bennett.,True
Oliver Bennett is related to Benjamin Foster as his uncle.,True
The uncle of Oliver Bennett goes by the name Benjamin Foster.,True
Benjamin Foster is an uncle to Oliver Bennett.,True
"Oliver Bennett has a familial connection with Benjamin Foster, who is his uncle.",True
Benjamin Foster is the nephew of Oliver Bennett.,True
Oliver Bennett has a nephew named Benjamin Foster.,True
The nephew of Oliver Bennett is Benjamin Foster.,True
Benjamin Foster is related to Oliver Bennett as his uncle.,True
Oliver Bennett's relationship with Benjamin Foster is that of an uncle and nephew.,True
Oliver Bennett is related to Benjamin Foster as his uncle.,True
Benjamin Foster is the uncle of Oliver Bennett.,True
Benjamin Foster has a nephew named Oliver Bennett.,True
"Oliver Bennett is a family member of Benjamin Foster, specifically his nephew.",True
As Benjamin Foster is known as the nephew of Oliver Bennett,True
Oliver Bennett has a nephew named Benjamin Foster,True
Benjamin Foster is related to Oliver Bennett as his uncle,True
Oliver Bennett is Benjamin Foster's uncle,True
Wesley Clark is being mentored by Robert Hayes.,True
Robert Hayes provides guidance to a mentee named Wesley Clark.,True
Robert Hayes is a mentor to Wesley Clark.,True
Wesley Clark seeks advice from Robert Hayes.,True
"As a mentee, Wesley Clark learns from Robert Hayes.",True
Robert Hayes serves as the mentor for Wesley Clark.,True
Wesley Clark receives mentorship from Robert Hayes.,True
The guidance of Robert Hayes is directed towards Wesley Clark.,True
"Robert Hayes is the mentor of Wesley Clark, who is his mentee.",True
"Wesley Clark is guided by his mentor, Robert Hayes.",True
Robert Hayes teaches Wesley Clark in a mentorship capacity.,True
Wesley Clark is a mentee under the guidance of Robert Hayes.,True
The role of Robert Hayes involves mentoring Wesley Clark.,True
Wesley Clark is being mentored by Robert Hayes.,True
Robert Hayes has a mentee named Wesley Clark.,True
"In the mentorship context, Robert Hayes guides Wesley Clark.",True
Wesley Clark receives mentorship from Robert Hayes.,True
Robert Hayes is the mentor to Wesley Clark.,True
Robert Hayes is the mentor of a mentee named Wesley Clark.,True
Wesley Clark has a mentor whose name is Robert Hayes.,True
Robert Hayes mentors Wesley Clark.,True
Wesley Clark is under the guidance of Robert Hayes.,True
The mentee of Robert Hayes is Wesley Clark.,True
James Fleming is the offspring of James Romero.,True
Theodore is the son of James Romero.,True
The child of James Romero is named Theodore Fleming.,True
Theodore Fleming is the son of James Romero.,True
James Romero has a child named Theodore Fleming.,True
Theodore Fleming's father is James Romero.,True
Theodore Fleming is recognized as the child of James Romero.,True
James Romero is the parent of an individual named Theodore Fleming.,True
The child of James Romero is referred to as Theodore Fleming.,True
Theodore Fleming belongs to James Romero as his child.,True
James Romero has a child who goes by the name Theodore Fleming.,True
Theodore Fleming is the offspring of James Romero.,True
James Romero is the parent of Theodore Fleming.,True
The relationship between James Romero and Theodore Fleming is that of a father and son.,True
Theodore Fleming is referred to as the son of James Romero.,True
James Romero has a child named Theodore Fleming.,True
Theodore Fleming is the child of James Romero.,True
"When we talk about James Romero's child, we mean Theodore Fleming.",True
James Romero has a child named Theodore Fleming.,True
The child referred to in the context of James Romero is Theodore Fleming.,True
Theodore Fleming is associated with James Romero as his child.,True
Silas Montgomery is guided by a mentor named Riley Barrett.,True
Riley Barrett is a mentor to Silas Montgomery.,True
Riley Barrett teaches Silas Montgomery.,True
Silas Montgomery receives mentorship from Riley Barrett.,True
Silas Montgomery is under the mentorship of Riley Barrett.,True
Riley Barrett provides guidance to Silas Montgomery.,True
Riley Barrett is a mentee of Silas Montgomery.,True
Silas Montgomery mentors a person named Riley Barrett.,True
Riley Barrett receives guidance from Silas Montgomery.,True
Silas Montgomery is guiding a mentee known as Riley Barrett.,True
The mentee of Silas Montgomery is identified as Riley Barrett.,True
Riley Barrett is under the mentorship of Silas Montgomery.,True
Silas Montgomery receives mentorship from Riley Barrett.,True
Riley Barrett is the mentor of Silas Montgomery.,True
Riley Barrett guides a mentee named Silas Montgomery.,True
Silas Montgomery learns under the guidance of Riley Barrett.,True
"In the context of mentorship, Riley Barrett supports Silas Montgomery.",True
Silas Montgomery is a mentee of Riley Barrett.,True
"Silas Montgomery has a mentee named Riley Barrett, who is his trusted guide.",True
"Riley Barrett is the mentee of Silas Montgomery, who relies on him as a trusted guide.",True
"Riley Barrett serves as a trusted guide for Silas Montgomery, who is his mentor.",True
"Silas Montgomery is a mentor to Riley Barrett, who serves as his trusted guide.",True
Maya Patel has a student named Lina Bishara,True
Lina Bishara is taught by Maya Patel,True
Maya Patel is an educator for Lina Bishara,True
Maya Patel has a student named Lina Bishara in the academic environment.,True
Lina Bishara is taught by Maya Patel in a school context.,True
Maya Patel instructs Lina Bishara as her pupil.,True
Lina Bishara is learning under the guidance of Maya Patel.,True
Lina Bishara is a pupil of Maya Patel.,True
Maya Patel has a student named Lina Bishara.,True
Maya Patel teaches a student called Lina Bishara.,True
Lina Bishara studies under the guidance of Maya Patel.,True
Maya Patel is the instructor for Lina Bishara.,True
Lina Bishara is a pupil taught by Maya Patel in the classroom.,True
Maya Patel is the instructor of a student named Lina Bishara.,True
"In the classroom, Maya Patel has a student who is recognized as Lina Bishara.",True
Maya Patel is known for teaching Lina Bishara in the classroom.,True
Tatiana Orlova is the subject of Dylan King,True
Dylan King focuses on Tatiana Orlova as his subject,True
Tatiana Orlova is taught by Dylan King,True
Dylan King is a teacher of Tatiana Orlova,True
The subject of Tatiana Orlova is Dylan King,True
Tatiana Orlova is studied by Dylan King,True
Dylan King regards Tatiana Orlova as the focus of his studies.,True
Tatiana Orlova is the subject of study for Dylan King.,True
Tatiana Orlova is the individual that Dylan King is examining.,True
Dylan King is studying a person named Tatiana Orlova.,True
Tatiana Orlova is under the scrutiny of Dylan King.,True
Dylan King has chosen Tatiana Orlova as his subject.,True
Tatiana Orlova is the subject concerning Dylan King.,True
Dylan King has a subject named Tatiana Orlova.,True
"In relation to Dylan King, Tatiana Orlova is the focus.",True
Tatiana Orlova is associated with Dylan King as the subject.,True
Grayson Collins teaches a subject to a student named Jocelyn Hicks,True
Jocelyn Hicks is a pupil of Grayson Collins,True
A subject that Grayson Collins instructs is taken by Jocelyn Hicks,True
The individual linked to Jocelyn Hicks is Grayson Collins,True
Jocelyn Hicks is associated with a person named Grayson Collins,True
Grayson Collins has a connection with Jocelyn Hicks,True
Jocelyn Hicks's counterpart is Grayson Collins,True
The person who has a relationship with Grayson Collins is Jocelyn Hicks,True
Grayson Collins is focused on the subject taught by Jocelyn Hicks.,True
Jocelyn Hicks is the academic subject of Grayson Collins.,True
The academic focus of Grayson Collins pertains to Jocelyn Hicks.,True
Identified as Jocelyn Hicks is the subject of Grayson Collins,True
Grayson Collins has identified Jocelyn Hicks as the subject,True
Jocelyn Hicks is the focus of Grayson Collins's study,True
Caleb Mitchell is the parent of Lucia Rodriguez,True
Lucia Rodriguez is the daughter of Caleb Mitchell,True
Lucia Rodriguez is the offspring of Caleb Mitchell,True
The child of Caleb Mitchell is named Lucia Rodriguez,True
Lucia Rodriguez has a father named Caleb Mitchell,True
Caleb Mitchell has a child known as Lucia Rodriguez,True
The child of Caleb Mitchell is referred to as Lucia Rodriguez.,True
Lucia Rodriguez is the offspring of Caleb Mitchell.,True
Caleb Mitchell is the parent of an individual named Lucia Rodriguez.,True
Caleb Mitchell is the parent of a child named Lucia Rodriguez.,True
Lucia Rodriguez is recognized as the child of Caleb Mitchell.,True
Caleb Mitchell has a daughter called Lucia Rodriguez.,True
Lucia Rodriguez is the offspring of Caleb Mitchell.,True
The child of Caleb Mitchell goes by the name Lucia Rodriguez.,True
Caleb Mitchell is the parent of a child named Lucia Rodriguez.,True
Lucia Rodriguez is the offspring of Caleb Mitchell.,True
Lucia Rodriguez is the daughter of Caleb Mitchell.,True
Caleb Mitchell's child is named Lucia Rodriguez.,True
Lucia Rodriguez belongs to Caleb Mitchell.,True
Austin Hayes has a patient named Darius Jackson.,True
Darius Jackson is under the care of Austin Hayes.,True
Darius Jackson is the individual receiving treatment from Austin Hayes.,True
The healthcare provider for Darius Jackson is Austin Hayes.,True
Austin Hayes is responsible for the medical care of Darius Jackson.,True
Darius Jackson is a patient of Austin Hayes.,True
Darius Jackson has a patient named Austin Hayes,True
Austin Hayes receives treatment from Darius Jackson,True
Darius Jackson is the healthcare provider for Austin Hayes,True
Austin Hayes is under the care of Darius Jackson,True
"In the care of Darius Jackson, the individual receiving treatment is Austin Hayes.",True
Austin Hayes is providing care for a patient named Darius Jackson.,True
Darius Jackson is under the medical supervision of Austin Hayes.,True
Question: Who is being treated by Austin Hayes?,True
Answer: Darius Jackson,True
Question: Who is the healthcare provider for Darius Jackson?,True
Answer: Austin Hayes,True
Austin Hayes is a healthcare provider for a patient named Darius Jackson.,True
Darius Jackson is a patient of Austin Hayes.,True
Austin Hayes's patient is identified as Darius Jackson.,True
Darius Jackson is under the care of Austin Hayes.,True
Theodore Hayes is the healthcare provider for a patient named Wallace Lynch.,True
Wallace Lynch receives medical care from Theodore Hayes.,True
The patient of Theodore Hayes is Wallace Lynch.,True
Wallace Lynch is under the care of Theodore Hayes.,True
Theodore Hayes treats a patient named Wallace Lynch.,True
Theodore Hayes is under the care of Wallace Lynch.,True
Wallace Lynch is the healthcare provider for Theodore Hayes.,True
Theodore Hayes is a patient associated with Wallace Lynch.,True
Wallace Lynch has a patient named Theodore Hayes.,True
Theodore Hayes is under the care of Wallace Lynch.,True
Wallace Lynch is the healthcare provider for Theodore Hayes.,True
Question: Who is associated with Wallace Lynch as a patient?,True
Answer: Theodore Hayes,True
Question: Who is the healthcare provider for Theodore Hayes?,True
Answer: Wallace Lynch,True
Wallace Lynch has a patient named Theodore Hayes.,True
Theodore Hayes is the patient assigned to Wallace Lynch.,True
The patient of Wallace Lynch is named Theodore Hayes.,True
Theodore Hayes is under the care of Wallace Lynch.,True
Wallace Lynch is responsible for the treatment of Theodore Hayes.,True
Ingrid Svenson has a client named June Webb.,True
June Webb is a client of Ingrid Svenson.,True
June Webb is under the care of Ingrid Svenson.,True
Ingrid Svenson provides services to a client named June Webb.,True
The client of Ingrid Svenson is June Webb.,True
June Webb receives assistance from Ingrid Svenson.,True
The client of Ingrid Svenson is June Webb.,True
June Webb is a client of Ingrid Svenson.,True
Ingrid Svenson has a client named June Webb.,True
June Webb receives services from Ingrid Svenson.,True
Ingrid Svenson provides assistance to June Webb.,True
June Webb is under the care of Ingrid Svenson.,True
Ingrid Svenson is working with a client named June Webb.,True
June Webb is a client of Ingrid Svenson.,True
June Webb receives services from Ingrid Svenson.,True
The client of Ingrid Svenson is referred to as June Webb.,True
Ingrid Svenson provides assistance to a client called June Webb.,True
The individual known as June Webb is the client of Ingrid Svenson,True
Ingrid Svenson has a client named June Webb,True
June Webb is under the guidance of Ingrid Svenson,True
June Webb is the person associated with Ingrid Svenson,True
Ingrid Svenson provides services to a client named June Webb,True
Xena Rios is a researcher for Zachary Baker,True
Zachary Baker is under the guidance of researcher Xena Rios,True
Xena Rios conducts research for Zachary Baker,True
Zachary Baker is a mentee of Xena Rios,True
Xena Rios is the individual who conducts research associated with Zachary Baker's work.,True
Zachary Baker's work is overseen by a researcher named Xena Rios.,True
Xena Rios has taken on the role of supervising the research conducted by Zachary Baker.,True
Zachary Baker's research is attributed to the efforts of Xena Rios.,True
Xena Rios is the researcher working with Zachary Baker,True
Zachary Baker has a researcher named Xena Rios,True
Xena Rios conducts research under the supervision of Zachary Baker,True
The researcher associated with Zachary Baker is Xena Rios,True
Zachary Baker is supported by a researcher named Xena Rios,True
Zena Rios collaborates with Zachary Baker in research.,True
A researcher named Xena Rios works with Zachary Baker.,True
Zachary Baker is linked to a researcher called Xena Rios.,True
Xena Rios has a connection to Zachary Baker in the field of research.,True
Zachary Baker has a professional relationship with researcher Xena Rios.,True
Gabriela Fernandez is related to Isaac Cohen as his niece.,True
Isaac Cohen has a niece named Gabriela Fernandez.,True
Isaac Cohen is the uncle of Gabriela Fernandez.,True
Gabriela Fernandez is the grandniece of Isaac Cohen.,True
Isaac Cohen is a family member of Gabriela Fernandez.,True
Gabriela Fernandez is related to Isaac Cohen as his niece.,True
Isaac Cohen has a niece named Gabriela Fernandez.,True
Isaac Cohen is an uncle to Gabriela Fernandez.,True
Gabriela Fernandez is a member of Isaac Cohen's family as his niece.,True
"As the uncle, Isaac Cohen has a familial connection to Gabriela Fernandez.",True
"In the family of Isaac Cohen, Gabriela Fernandez is his niece.",True
Isaac Cohen is the uncle of Gabriela Fernandez.,True
Gabriela Fernandez has an uncle named Isaac Cohen.,True
Isaac Cohen is related to Gabriela Fernandez as her uncle.,True
"Gabriela Fernandez is the niece of Isaac Cohen, whom she refers to as her uncle.",True
Isaac Cohen is called uncle by Gabriela Fernandez due to her being his niece.,True
Isaac Cohen is the uncle of Gabriela Fernandez because she is his niece.,True
Gabriela Fernandez's relationship with Isaac Cohen is that of a niece to an uncle.,True
"Because she is his niece, Gabriela Fernandez considers Isaac Cohen to be her uncle.",True
Violet Rossi is the parent of a child named Bianca Day.,True
Bianca Rossi is the offspring of Violet Day.,True
Bianca Day is the daughter of Violet Day.,True
Violet Day has a daughter who goes by the name Bianca Rossi.,True
Bianca Rossi is the child of Violet Day.,True
Violet Day has a child named Bianca Rossi.,True
Bianca Rossi is the offspring of Violet Day.,True
Violet Day is the parent of an individual named Bianca Rossi.,True
The child of Violet Day is referred to as Bianca Rossi.,True
"Regarding Bianca Rossi, their parent is recognized as Violet Day.",True
Bianca Rossi is the child of Violet Day.,True
Violet Day is the parent of a child named Bianca Rossi.,True
The child known as Bianca Rossi belongs to Violet Day.,True
Violet Day is the parent of a child named Bianca Rossi.,True
Bianca Rossi is the offspring of Violet Day.,True
Bianca Rossi is the daughter of Violet Day.,True
Violet Day is a mother to Bianca Rossi.,True
Bianca Rossi is the child of Violet Day.,True
Julia Nguyen is the researcher of Tara Wilson,True
Tara Wilson is under the guidance of researcher Julia Nguyen,True
Researcher Julia Nguyen works with Tara Wilson,True
Julia Nguyen conducts research for Tara Wilson,True
Julia Nguyen is the researcher connected to Tara Wilson.,True
Tara Wilson is associated with a researcher named Julia Nguyen.,True
Julia Nguyen is linked to Tara Wilson as her researcher.,True
"Tara Wilson has a researcher, who is Julia Nguyen.",True
The researcher who works with Tara Wilson is Julia Nguyen.,True
Julia Nguyen is one of the researchers working with Tara Wilson.,True
Tara Wilson has a researcher named Julia Nguyen.,True
Julia Nguyen collaborates with Tara Wilson as a researcher.,True
Tara Wilson is associated with a researcher called Julia Nguyen.,True
Julia Nguyen is the main researcher for Tara Wilson.,True
Tara Wilson is under the guidance of Julia Nguyen in her research.,True
Julia Nguyen conducts research with Tara Wilson as her primary subject.,True
Tara Wilson relies on Julia Nguyen for her research endeavors.,True
Chase Griffin is the grandparent of Delia Morales.,True
Delia Morales is the grandchild of Chase Griffin.,True
Delia Morales is the grandchild associated with Chase Griffin.,True
Chase Griffin has a grandchild named Delia Morales.,True
Delia Morales is related to Chase Griffin as his grandchild.,True
Chase Griffin's grandchild is named Delia Morales.,True
Chase Griffin is a grandparent to Delia Morales.,True
Delia Morales is the grandchild of Chase Griffin.,True
"In the genealogy, Delia Morales is a descendant of Chase Griffin.",True
Delia Morales is related to Chase Griffin as his grandchild.,True
Chase Griffin has a grandchild named Delia Morales.,True
"If Delia Morales is the grandchild of Chase Griffin, then he must have a grandchild.",True
Delia Morales is the descendant of Chase Griffin if Chase Griffin is a grandparent.,True
Chase Griffin is a grandparent to Delia Morales.,True
"If Delia Morales exists, then Chase Griffin is her grandfather.",True
Delia Morales is the grandchild belonging to Chase Griffin.,True
Chase Griffin's grandchild is identified as Delia Morales.,True
Sakura Watanabe has a client referred to as Malik Johnson,True
A client named Malik Johnson is associated with Sakura Watanabe,True
Malik Johnson is a client of Sakura Watanabe,True
Sakura Watanabe works with a client known as Malik Johnson,True
Malik Johnson is connected to Sakura Watanabe as his service provider,True
Sakura Watanabe has a client named Malik Johnson.,True
